Price,Location
3.15,Kochi
5.75,Chennai
32.44,Kochi
8.01,Kochi
6.48,Coimbatore
0.75,Jaipur
5.0,Kolkata
7.75,Mumbai
2.6,Chennai
9.2,Pune
5.05,Mumbai
9.6,Hyderabad
5.5,Mumbai
9.35,Mumbai
2.6,Delhi
3.5,Hyderabad
4.26,Kochi
4.25,Chennai
11.75,Hyderabad
3.5,Chennai
7.5,Jaipur
3.25,Chennai
4.9,Chennai
27.0,Hyderabad
8.91,Kochi
6.69,Kochi
6.02,Kochi
4.5,Mumbai
2.0,Pune
2.4,Kolkata
1.2,Pune
2.9,Delhi
40.88,Coimbatore
27.0,Ahmedabad
7.5,Chennai
1.5,Mumbai
39.5,Hyderabad
3.39,Hyderabad
12.4,Kochi
6.85,Chennai
5.75,Pune
2.0,Chennai
0.9,Jaipur
3.8,Kolkata
16.35,Delhi
16.5,Hyderabad
8.7,Coimbatore
6.1,Mumbai
21.94,Hyderabad
22.0,Chennai
2.65,Delhi
5.27,Kochi
2.48,Kolkata
6.0,Kolkata
8.9,Mumbai
18.0,Hyderabad
11.64,Coimbatore
8.99,Kolkata
5.25,Bangalore
2.95,Kolkata
2.65,Mumbai
4.0,Pune
12.5,Chennai
3.25,Mumbai
4.0,Delhi
6.25,Delhi
5.8,Jaipur
5.0,Kolkata
58.73,Kochi
17.49,Kochi
1.95,Pune
3.0,Mumbai
5.5,Delhi
16.5,Delhi
14.5,Mumbai
7.79,Hyderabad
8.27,Kochi
2.15,Mumbai
3.0,Hyderabad
28.79,Coimbatore
5.45,Mumbai
3.95,Delhi
16.0,Pune
4.25,Delhi
34.5,Bangalore
2.6,Mumbai
13.48,Kochi
32.1,Hyderabad
6.17,Kochi
5.5,Kolkata
9.15,Hyderabad
4.5,Pune
10.5,Chennai
5.37,Coimbatore
5.45,Bangalore
9.25,Mumbai
7.7,Chennai
7.99,Hyderabad
3.0,Chennai
4.0,Hyderabad
6.69,Coimbatore
4.25,Delhi
10.5,Kolkata
22.55,Coimbatore
5.2,Pune
11.87,Coimbatore
6.99,Hyderabad
5.0,Jaipur
44.0,Chennai
2.79,Chennai
2.9,Pune
9.85,Delhi
49.0,Bangalore
9.25,Jaipur
3.75,Mumbai
7.29,Coimbatore
23.5,Mumbai
2.6,Hyderabad
3.1,Pune
29.98,Coimbatore
6.73,Kochi
3.5,Kolkata
2.35,Kolkata
16.13,Coimbatore
5.9,Coimbatore
3.9,Hyderabad
1.5,Pune
6.95,Delhi
7.0,Delhi
7.23,Coimbatore
3.81,Mumbai
4.5,Chennai
12.6,Pune
48.0,Bangalore
2.96,Coimbatore
3.25,Kolkata
8.5,Chennai
8.75,Mumbai
3.08,Kochi
41.5,Mumbai
7.0,Pune
11.5,Kochi
2.6,Pune
4.3,Kolkata
8.35,Mumbai
24.9,Jaipur
13.75,Pune
3.85,Kolkata
23.25,Mumbai
7.0,Chennai
5.75,Bangalore
1.65,Mumbai
6.5,Mumbai
7.5,Chennai
72.94,Kochi
11.0,Chennai
3.02,Kochi
3.32,Coimbatore
3.24,Delhi
2.35,Kolkata
5.5,Jaipur
6.75,Mumbai
6.15,Mumbai
5.45,Pune
2.3,Hyderabad
6.21,Kochi
5.21,Coimbatore
11.99,Delhi
3.1,Pune
7.5,Jaipur
4.0,Kolkata
7.73,Kochi
7.8,Bangalore
1.3,Hyderabad
4.42,Jaipur
4.0,Pune
13.0,Kolkata
5.38,Kochi
3.25,Chennai
3.87,Jaipur
8.25,Mumbai
9.28,Mumbai
6.25,Delhi
1.15,Mumbai
7.8,Kochi
4.5,Hyderabad
7.56,Kochi
16.08,Coimbatore
4.5,Bangalore
5.0,Chennai
2.2,Delhi
4.0,Bangalore
2.51,Kolkata
4.75,Delhi
2.0,Pune
2.1,Jaipur
6.25,Mumbai
10.6,Kochi
6.0,Ahmedabad
0.45,Jaipur
2.5,Pune
12.75,Mumbai
30.29,Kochi
1.6,Hyderabad
7.54,Kochi
6.84,Kochi
6.0,Kolkata
8.0,Pune
24.74,Coimbatore
5.5,Kochi
36.0,Delhi
11.79,Coimbatore
3.0,Jaipur
6.75,Bangalore
1.4,Jaipur
5.75,Mumbai
3.4,Hyderabad
4.89,Coimbatore
4.95,Mumbai
3.49,Coimbatore
3.85,Pune
6.35,Pune
7.08,Coimbatore
38.0,Hyderabad
6.25,Kolkata
10.15,Mumbai
10.75,Delhi
4.65,Pune
4.75,Delhi
7.78,Coimbatore
6.75,Hyderabad
2.99,Hyderabad
2.35,Kolkata
3.65,Delhi
2.74,Delhi
3.5,Jaipur
4.76,Kochi
6.2,Kochi
2.35,Pune
24.5,Mumbai
6.0,Pune
3.65,Hyderabad
6.26,Coimbatore
2.1,Jaipur
32.95,Mumbai
7.8,Coimbatore
4.25,Bangalore
4.86,Kochi
4.9,Delhi
7.06,Coimbatore
4.5,Delhi
3.22,Coimbatore
3.25,Kolkata
4.53,Delhi
34.78,Coimbatore
6.5,Pune
2.25,Chennai
8.0,Pune
8.37,Kochi
5.39,Coimbatore
37.3,Kochi
70.8,Coimbatore
22.25,Mumbai
6.03,Kochi
4.9,Mumbai
3.96,Chennai
4.6,Hyderabad
5.5,Mumbai
3.25,Mumbai
6.25,Jaipur
3.0,Pune
4.25,Chennai
12.25,Pune
10.95,Pune
16.5,Delhi
7.8,Pune
3.7,Kochi
4.0,Hyderabad
26.75,Mumbai
28.03,Coimbatore
5.44,Kochi
6.2,Delhi
0.9,Kolkata
3.95,Mumbai
0.44,Pune
2.75,Ahmedabad
7.5,Hyderabad
2.5,Chennai
5.0,Hyderabad
3.6,Hyderabad
3.99,Kochi
5.64,Coimbatore
12.0,Pune
0.7,Kolkata
19.0,Mumbai
30.48,Delhi
8.2,Mumbai
7.55,Kolkata
0.99,Pune
4.15,Delhi
6.2,Chennai
4.4,Kolkata
2.1,Kolkata
2.2,Jaipur
8.34,Coimbatore
4.35,Kolkata
6.8,Hyderabad
3.3,Jaipur
5.04,Kochi
9.2,Hyderabad
5.7,Hyderabad
8.48,Kochi
48.0,Hyderabad
6.1,Hyderabad
2.75,Ahmedabad
8.0,Pune
1.85,Jaipur
3.85,Jaipur
4.74,Coimbatore
5.63,Kochi
2.62,Kochi
4.9,Kochi
2.65,Chennai
5.99,Delhi
2.4,Chennai
4.25,Delhi
40.0,Mumbai
2.7,Pune
2.99,Hyderabad
3.4,Chennai
30.8,Coimbatore
5.85,Mumbai
4.0,Jaipur
14.12,Coimbatore
4.55,Mumbai
38.0,Pune
2.9,Jaipur
6.0,Pune
6.95,Kochi
2.75,Kolkata
5.1,Pune
6.75,Chennai
3.69,Mumbai
5.45,Hyderabad
9.29,Kochi
4.0,Chennai
2.9,Kolkata
5.25,Pune
5.75,Mumbai
13.12,Coimbatore
7.83,Kochi
3.15,Mumbai
10.4,Mumbai
4.35,Pune
5.23,Coimbatore
6.01,Coimbatore
4.4,Hyderabad
12.75,Chennai
2.4,Delhi
5.71,Kochi
5.49,Kochi
1.3,Pune
8.5,Kolkata
12.99,Delhi
5.0,Kolkata
9.0,Pune
5.22,Kochi
3.8,Pune
7.27,Coimbatore
5.1,Mumbai
29.0,Bangalore
2.9,Pune
1.38,Kochi
5.5,Bangalore
7.25,Mumbai
6.98,Coimbatore
5.25,Hyderabad
1.95,Kolkata
24.5,Bangalore
8.31,Kochi
36.0,Hyderabad
5.5,Pune
5.89,Kochi
7.95,Kochi
2.75,Mumbai
6.25,Jaipur
4.95,Hyderabad
6.27,Kochi
8.65,Kolkata
3.5,Kolkata
35.0,Hyderabad
4.45,Kolkata
2.65,Kolkata
4.7,Kolkata
8.9,Ahmedabad
17.45,Mumbai
9.58,Coimbatore
6.22,Kochi
7.8,Kolkata
27.75,Mumbai
7.0,Pune
64.87,Coimbatore
6.5,Bangalore
2.7,Jaipur
2.5,Mumbai
3.9,Hyderabad
3.95,Delhi
2.1,Chennai
3.5,Pune
2.0,Hyderabad
5.35,Delhi
3.8,Delhi
17.25,Mumbai
5.53,Kochi
1.95,Pune
8.2,Hyderabad
0.9,Pune
6.5,Pune
19.41,Coimbatore
6.58,Coimbatore
2.1,Mumbai
2.0,Chennai
3.7,Delhi
3.8,Mumbai
3.25,Jaipur
5.53,Coimbatore
10.9,Ahmedabad
5.1,Kolkata
2.2,Hyderabad
1.6,Pune
11.25,Ahmedabad
14.4,Delhi
3.6,Delhi
40.5,Jaipur
38.95,Bangalore
3.6,Delhi
7.12,Kochi
7.52,Kochi
10.35,Delhi
7.0,Hyderabad
10.85,Delhi
2.35,Mumbai
2.9,Mumbai
7.65,Delhi
6.4,Delhi
10.1,Pune
4.25,Kolkata
19.65,Kochi
4.4,Pune
3.25,Jaipur
2.8,Pune
4.3,Kolkata
1.55,Chennai
4.7,Chennai
7.07,Kochi
79.0,Delhi
5.75,Delhi
3.25,Mumbai
8.89,Coimbatore
5.9,Mumbai
4.95,Kolkata
3.75,Delhi
10.97,Kochi
24.94,Kochi
1.97,Kolkata
1.4,Jaipur
7.27,Coimbatore
4.0,Kolkata
4.75,Kolkata
5.1,Delhi
16.11,Coimbatore
10.55,Delhi
30.0,Ahmedabad
1.6,Kolkata
18.49,Hyderabad
9.96,Kochi
4.75,Hyderabad
3.65,Bangalore
15.5,Delhi
11.82,Kochi
2.05,Delhi
3.3,Ahmedabad
2.25,Mumbai
20.12,Kochi
4.95,Chennai
7.48,Coimbatore
5.5,Mumbai
1.7,Jaipur
13.19,Kochi
3.85,Mumbai
5.75,Delhi
9.0,Pune
2.21,Kochi
8.09,Kochi
48.63,Coimbatore
39.47,Coimbatore
22.24,Coimbatore
2.6,Mumbai
12.0,Ahmedabad
18.0,Chennai
9.99,Mumbai
2.45,Kolkata
8.99,Mumbai
3.15,Kolkata
8.2,Jaipur
11.5,Ahmedabad
7.3,Coimbatore
1.59,Chennai
3.15,Delhi
8.5,Kolkata
3.0,Hyderabad
21.0,Mumbai
7.75,Hyderabad
23.0,Mumbai
13.75,Mumbai
8.29,Kochi
5.79,Coimbatore
30.5,Coimbatore
3.8,Mumbai
4.45,Bangalore
3.3,Delhi
1.75,Jaipur
5.5,Bangalore
13.35,Pune
22.5,Delhi
5.25,Delhi
3.75,Hyderabad
6.32,Kochi
7.75,Bangalore
1.37,Chennai
2.1,Mumbai
9.3,Hyderabad
12.0,Ahmedabad
23.5,Pune
1.8,Hyderabad
12.5,Chennai
4.74,Delhi
5.43,Kochi
31.62,Kochi
6.3,Kolkata
8.45,Kochi
5.0,Pune
13.0,Chennai
4.7,Hyderabad
3.3,Pune
1.51,Jaipur
6.09,Kochi
5.95,Mumbai
9.0,Hyderabad
4.25,Kolkata
23.5,Hyderabad
6.35,Mumbai
3.4,Chennai
21.6,Chennai
4.0,Chennai
5.5,Pune
19.25,Mumbai
3.95,Hyderabad
4.25,Mumbai
17.02,Kochi
6.5,Hyderabad
2.95,Bangalore
7.12,Coimbatore
11.25,Chennai
2.75,Delhi
12.0,Hyderabad
3.67,Mumbai
5.0,Pune
2.3,Pune
2.2,Pune
41.0,Pune
28.5,Bangalore
5.49,Mumbai
17.5,Ahmedabad
1.99,Bangalore
6.64,Kochi
16.5,Hyderabad
5.0,Pune
5.4,Mumbai
2.99,Kolkata
4.1,Jaipur
6.76,Kochi
5.5,Chennai
5.99,Coimbatore
2.59,Delhi
26.75,Mumbai
8.5,Pune
23.0,Bangalore
3.35,Pune
10.75,Bangalore
6.29,Kolkata
7.75,Bangalore
13.5,Delhi
3.75,Coimbatore
3.75,Mumbai
1.5,Jaipur
1.45,Chennai
4.12,Coimbatore
17.11,Mumbai
10.25,Pune
2.49,Kolkata
3.85,Pune
6.25,Hyderabad
4.88,Hyderabad
9.45,Mumbai
4.8,Hyderabad
1.99,Kolkata
2.8,Hyderabad
22.0,Bangalore
4.3,Hyderabad
9.75,Coimbatore
5.9,Ahmedabad
14.5,Delhi
2.4,Hyderabad
2.11,Mumbai
7.6,Coimbatore
3.6,Hyderabad
6.0,Jaipur
7.45,Mumbai
2.1,Chennai
5.2,Ahmedabad
6.99,Hyderabad
6.36,Mumbai
11.62,Kochi
43.6,Kochi
4.9,Kolkata
6.7,Kochi
3.05,Mumbai
25.0,Bangalore
19.05,Coimbatore
4.5,Kolkata
4.15,Pune
11.9,Chennai
2.1,Delhi
6.95,Delhi
2.4,Pune
2.65,Chennai
9.0,Jaipur
2.1,Pune
2.5,Pune
8.95,Mumbai
34.0,Hyderabad
3.15,Pune
4.0,Chennai
4.45,Kolkata
1.5,Jaipur
14.5,Jaipur
8.41,Kolkata
5.45,Mumbai
8.9,Mumbai
3.65,Hyderabad
29.0,Bangalore
13.5,Mumbai
5.4,Hyderabad
5.89,Coimbatore
8.45,Hyderabad
4.0,Delhi
45.0,Mumbai
3.94,Mumbai
8.0,Jaipur
4.1,Hyderabad
6.25,Chennai
5.25,Kolkata
83.96,Coimbatore
1.93,Coimbatore
21.0,Hyderabad
4.3,Ahmedabad
5.25,Mumbai
3.9,Kolkata
2.2,Mumbai
3.7,Mumbai
11.27,Coimbatore
2.41,Jaipur
19.0,Pune
5.8,Hyderabad
13.52,Coimbatore
24.5,Hyderabad
3.25,Pune
56.73,Kochi
9.95,Jaipur
5.5,Pune
25.0,Hyderabad
1.0,Kolkata
2.15,Hyderabad
7.89,Kochi
10.25,Delhi
6.0,Mumbai
7.53,Coimbatore
39.45,Coimbatore
5.84,Delhi
8.65,Mumbai
7.74,Kochi
2.5,Bangalore
5.7,Pune
5.8,Mumbai
36.5,Hyderabad
9.5,Delhi
3.48,Coimbatore
4.55,Mumbai
3.9,Jaipur
2.7,Pune
31.0,Pune
10.3,Bangalore
7.75,Kolkata
3.2,Hyderabad
4.85,Delhi
34.08,Kochi
8.1,Chennai
2.35,Chennai
1.8,Pune
3.42,Coimbatore
5.34,Mumbai
31.99,Hyderabad
4.75,Bangalore
6.1,Mumbai
3.69,Coimbatore
15.0,Delhi
14.5,Coimbatore
5.65,Hyderabad
2.5,Kolkata
38.5,Mumbai
5.49,Kolkata
3.55,Kolkata
10.75,Jaipur
11.0,Delhi
4.5,Ahmedabad
8.42,Kochi
11.6,Mumbai
33.63,Kochi
2.25,Pune
12.95,Mumbai
4.25,Hyderabad
25.02,Coimbatore
3.95,Kochi
4.4,Mumbai
4.95,Bangalore
5.5,Pune
3.25,Mumbai
4.02,Kochi
11.73,Coimbatore
9.5,Chennai
8.6,Hyderabad
4.0,Jaipur
5.55,Mumbai
2.5,Hyderabad
41.6,Mumbai
7.41,Delhi
6.5,Mumbai
1.2,Mumbai
23.0,Bangalore
2.74,Kolkata
3.9,Hyderabad
8.0,Ahmedabad
4.0,Chennai
17.75,Mumbai
5.05,Coimbatore
12.0,Mumbai
29.6,Kochi
6.5,Jaipur
4.75,Mumbai
24.36,Coimbatore
3.2,Mumbai
3.6,Kolkata
3.58,Coimbatore
2.5,Delhi
3.5,Ahmedabad
25.0,Delhi
1.75,Mumbai
10.0,Bangalore
7.75,Jaipur
6.45,Hyderabad
10.0,Pune
4.5,Mumbai
3.4,Kolkata
4.5,Mumbai
4.3,Hyderabad
46.0,Pune
3.4,Chennai
14.5,Delhi
2.1,Delhi
3.65,Mumbai
3.0,Kolkata
3.95,Ahmedabad
6.75,Delhi
6.53,Kochi
22.0,Hyderabad
4.75,Pune
5.99,Mumbai
3.05,Jaipur
2.4,Delhi
1.3,Pune
6.71,Kochi
7.2,Ahmedabad
5.4,Chennai
6.63,Kochi
7.5,Mumbai
14.21,Coimbatore
3.0,Kolkata
5.11,Kochi
3.39,Pune
22.99,Hyderabad
2.35,Delhi
2.85,Kolkata
18.5,Delhi
5.99,Bangalore
3.0,Hyderabad
3.6,Jaipur
24.0,Hyderabad
6.26,Coimbatore
13.7,Hyderabad
35.0,Mumbai
5.02,Kochi
3.1,Mumbai
5.5,Bangalore
3.59,Kolkata
4.65,Kolkata
3.8,Bangalore
12.5,Hyderabad
12.9,Hyderabad
2.35,Hyderabad
4.15,Chennai
22.58,Coimbatore
2.65,Ahmedabad
2.25,Delhi
16.0,Hyderabad
19.5,Mumbai
21.0,Bangalore
17.5,Ahmedabad
2.41,Hyderabad
4.45,Bangalore
29.93,Coimbatore
2.95,Pune
1.02,Kolkata
11.0,Jaipur
3.5,Pune
5.35,Mumbai
5.65,Mumbai
22.0,Mumbai
5.95,Mumbai
2.35,Pune
4.1,Pune
5.4,Pune
8.45,Delhi
42.5,Jaipur
10.75,Mumbai
1.65,Pune
11.03,Kochi
3.5,Kolkata
6.3,Jaipur
6.75,Bangalore
7.5,Jaipur
15.5,Pune
4.65,Delhi
7.58,Kochi
2.2,Hyderabad
21.0,Bangalore
5.25,Kolkata
5.22,Kochi
2.0,Chennai
9.18,Kochi
1.74,Coimbatore
4.45,Delhi
4.95,Coimbatore
5.64,Delhi
6.9,Mumbai
13.95,Hyderabad
17.0,Hyderabad
4.6,Bangalore
5.21,Jaipur
12.34,Coimbatore
1.5,Chennai
22.99,Delhi
43.0,Mumbai
40.0,Hyderabad
1.2,Chennai
2.9,Mumbai
13.9,Delhi
7.85,Delhi
54.45,Coimbatore
4.75,Kolkata
3.25,Mumbai
7.1,Mumbai
4.65,Kolkata
5.0,Kolkata
4.95,Delhi
9.8,Bangalore
78.8,Coimbatore
2.99,Kolkata
4.45,Mumbai
0.75,Pune
5.0,Delhi
5.0,Chennai
4.7,Pune
9.69,Coimbatore
5.5,Coimbatore
5.11,Jaipur
2.19,Mumbai
4.25,Chennai
14.5,Hyderabad
5.65,Mumbai
22.5,Ahmedabad
1.75,Mumbai
1.5,Jaipur
3.2,Kochi
4.5,Bangalore
4.5,Pune
8.0,Jaipur
28.9,Mumbai
4.1,Coimbatore
2.3,Hyderabad
7.22,Kochi
5.8,Hyderabad
3.5,Chennai
6.35,Bangalore
8.85,Delhi
2.0,Hyderabad
5.5,Bangalore
2.3,Kolkata
7.95,Bangalore
6.16,Coimbatore
2.85,Delhi
25.0,Delhi
10.36,Coimbatore
26.0,Delhi
4.35,Kolkata
4.5,Chennai
5.0,Delhi
3.67,Ahmedabad
6.0,Delhi
6.34,Coimbatore
22.0,Chennai
1.67,Delhi
7.95,Kolkata
9.74,Kochi
6.0,Chennai
1.5,Chennai
21.5,Mumbai
3.9,Pune
2.35,Jaipur
2.65,Delhi
3.16,Kochi
2.05,Jaipur
2.95,Hyderabad
3.9,Hyderabad
6.68,Coimbatore
3.5,Jaipur
8.11,Mumbai
8.3,Delhi
45.61,Coimbatore
4.45,Pune
7.85,Delhi
3.1,Hyderabad
3.75,Kolkata
7.65,Delhi
4.9,Ahmedabad
16.52,Coimbatore
14.05,Kochi
6.75,Kochi
9.2,Kolkata
3.0,Chennai
2.75,Chennai
20.5,Hyderabad
4.25,Pune
6.0,Kolkata
6.0,Coimbatore
2.41,Ahmedabad
7.25,Hyderabad
23.65,Kochi
6.5,Delhi
18.06,Kochi
3.2,Hyderabad
6.42,Coimbatore
23.0,Jaipur
5.9,Chennai
7.75,Pune
15.0,Hyderabad
9.0,Jaipur
11.5,Delhi
6.2,Kolkata
5.92,Kochi
6.29,Kolkata
4.12,Kochi
3.8,Pune
2.7,Ahmedabad
20.28,Coimbatore
3.9,Delhi
16.5,Pune
3.7,Pune
79.0,Delhi
17.99,Mumbai
3.9,Jaipur
3.12,Chennai
1.65,Pune
3.5,Kolkata
4.85,Chennai
39.22,Coimbatore
2.0,Kolkata
10.45,Mumbai
27.0,Chennai
2.25,Kolkata
3.45,Kolkata
6.14,Kochi
2.85,Jaipur
3.25,Chennai
4.0,Hyderabad
2.59,Kolkata
6.96,Delhi
2.19,Kolkata
3.0,Jaipur
3.6,Delhi
3.7,Coimbatore
21.75,Ahmedabad
45.0,Mumbai
3.19,Coimbatore
6.2,Coimbatore
3.96,Coimbatore
0.82,Kolkata
4.5,Jaipur
3.55,Mumbai
5.5,Chennai
10.25,Mumbai
30.0,Delhi
3.5,Pune
3.1,Delhi
3.25,Hyderabad
8.99,Mumbai
3.99,Kolkata
6.0,Mumbai
18.25,Mumbai
7.75,Delhi
4.5,Delhi
16.75,Bangalore
17.5,Pune
7.7,Chennai
4.45,Pune
5.25,Jaipur
33.66,Kochi
2.8,Chennai
8.47,Coimbatore
9.32,Coimbatore
27.43,Coimbatore
6.5,Delhi
9.5,Delhi
31.8,Kochi
4.2,Chennai
3.85,Kochi
6.0,Delhi
1.65,Hyderabad
14.5,Bangalore
7.1,Delhi
28.0,Chennai
9.38,Kochi
4.78,Kochi
1.7,Chennai
17.85,Coimbatore
2.75,Pune
5.95,Mumbai
1.5,Mumbai
3.8,Kochi
38.5,Bangalore
2.15,Jaipur
3.75,Mumbai
8.95,Mumbai
5.0,Hyderabad
2.95,Pune
10.49,Coimbatore
1.85,Hyderabad
6.45,Hyderabad
5.25,Jaipur
5.99,Kolkata
3.82,Kochi
39.0,Hyderabad
25.75,Coimbatore
2.2,Hyderabad
2.0,Chennai
56.5,Mumbai
21.0,Mumbai
4.0,Ahmedabad
3.83,Coimbatore
5.89,Kochi
1.36,Kolkata
44.0,Delhi
3.26,Mumbai
8.0,Bangalore
4.25,Ahmedabad
6.0,Pune
16.61,Kochi
7.26,Coimbatore
4.0,Bangalore
34.51,Ahmedabad
0.95,Chennai
2.2,Hyderabad
5.75,Mumbai
1.2,Pune
36.75,Delhi
10.0,Hyderabad
17.89,Kochi
4.05,Mumbai
22.0,Hyderabad
27.87,Coimbatore
8.75,Kolkata
4.79,Hyderabad
11.92,Coimbatore
53.11,Coimbatore
1.15,Jaipur
7.45,Pune
3.5,Jaipur
70.15,Kochi
3.15,Bangalore
19.5,Hyderabad
15.0,Pune
7.57,Coimbatore
4.4,Hyderabad
60.0,Chennai
1.6,Kolkata
4.9,Pune
5.95,Delhi
5.35,Coimbatore
5.4,Hyderabad
23.45,Coimbatore
1.9,Hyderabad
6.1,Pune
4.95,Mumbai
2.5,Hyderabad
3.48,Kochi
4.4,Chennai
7.99,Hyderabad
10.99,Hyderabad
18.5,Delhi
21.69,Coimbatore
5.17,Coimbatore
4.5,Delhi
6.75,Kolkata
3.12,Kochi
8.25,Hyderabad
20.14,Coimbatore
12.6,Hyderabad
6.61,Kochi
13.23,Kochi
4.75,Mumbai
2.9,Mumbai
5.5,Hyderabad
9.47,Kochi
1.95,Mumbai
2.2,Kolkata
1.15,Mumbai
4.35,Bangalore
4.5,Pune
3.55,Chennai
4.75,Kolkata
4.52,Coimbatore
12.75,Mumbai
20.04,Coimbatore
6.5,Bangalore
7.5,Chennai
4.15,Mumbai
2.5,Hyderabad
5.4,Pune
3.15,Mumbai
52.5,Bangalore
5.95,Delhi
6.97,Coimbatore
3.2,Hyderabad
1.12,Pune
6.69,Bangalore
5.9,Bangalore
2.25,Kolkata
4.5,Kolkata
2.61,Pune
11.5,Jaipur
35.0,Mumbai
0.5,Jaipur
5.75,Kolkata
11.5,Pune
2.75,Jaipur
31.5,Chennai
4.92,Kochi
3.52,Pune
17.55,Chennai
5.8,Pune
6.95,Hyderabad
2.4,Kolkata
5.25,Mumbai
4.25,Ahmedabad
1.5,Jaipur
4.5,Jaipur
2.5,Pune
1.55,Chennai
6.5,Pune
18.0,Pune
4.96,Kochi
3.25,Bangalore
8.5,Kolkata
2.75,Bangalore
3.4,Bangalore
7.0,Hyderabad
3.21,Kochi
14.25,Coimbatore
6.5,Hyderabad
5.49,Kolkata
0.8,Pune
1.99,Kochi
5.91,Coimbatore
6.44,Coimbatore
2.9,Pune
4.6,Jaipur
2.35,Pune
7.21,Coimbatore
8.0,Pune
3.5,Hyderabad
5.9,Pune
1.74,Coimbatore
6.8,Mumbai
7.5,Jaipur
8.0,Pune
5.99,Hyderabad
12.9,Mumbai
7.0,Delhi
35.0,Hyderabad
5.5,Jaipur
18.46,Coimbatore
2.4,Jaipur
1.0,Pune
2.65,Ahmedabad
5.96,Kochi
75.0,Kolkata
27.15,Kochi
10.5,Ahmedabad
6.7,Chennai
4.9,Kolkata
8.0,Hyderabad
3.63,Kochi
4.8,Mumbai
4.25,Mumbai
4.24,Kolkata
30.27,Coimbatore
14.25,Jaipur
3.41,Ahmedabad
2.78,Delhi
15.5,Ahmedabad
3.0,Chennai
2.3,Pune
13.28,Kochi
2.25,Hyderabad
3.36,Kochi
4.25,Kolkata
4.3,Coimbatore
6.0,Hyderabad
9.18,Coimbatore
4.99,Hyderabad
3.75,Pune
2.5,Chennai
7.2,Hyderabad
29.5,Ahmedabad
17.55,Chennai
12.0,Chennai
13.5,Bangalore
5.1,Kolkata
10.3,Kolkata
5.7,Delhi
3.41,Kochi
2.4,Hyderabad
5.6,Coimbatore
1.0,Pune
8.2,Hyderabad
27.5,Bangalore
3.5,Jaipur
4.58,Kochi
10.34,Coimbatore
3.25,Mumbai
5.0,Jaipur
2.25,Hyderabad
51.52,Kochi
8.62,Kochi
7.25,Mumbai
5.47,Kochi
31.0,Pune
35.98,Kochi
3.42,Jaipur
11.5,Ahmedabad
7.25,Pune
8.0,Chennai
7.33,Kochi
3.35,Kolkata
4.4,Mumbai
2.99,Kolkata
5.6,Bangalore
6.63,Coimbatore
7.9,Kochi
7.0,Kochi
4.95,Hyderabad
9.19,Mumbai
5.1,Hyderabad
5.9,Jaipur
9.51,Kochi
3.9,Mumbai
5.39,Coimbatore
3.0,Pune
4.3,Jaipur
6.75,Jaipur
4.5,Jaipur
2.75,Chennai
9.0,Chennai
0.7,Jaipur
2.55,Delhi
3.54,Coimbatore
4.25,Ahmedabad
1.2,Ahmedabad
19.5,Ahmedabad
12.0,Bangalore
3.9,Hyderabad
9.13,Kochi
2.25,Pune
3.25,Mumbai
14.79,Coimbatore
2.35,Mumbai
3.1,Kolkata
12.9,Delhi
2.5,Kolkata
3.65,Delhi
7.5,Bangalore
3.74,Kochi
5.86,Kochi
39.62,Coimbatore
7.05,Coimbatore
7.5,Delhi
2.1,Chennai
11.6,Delhi
19.25,Bangalore
17.92,Coimbatore
3.6,Kolkata
4.5,Ahmedabad
7.4,Hyderabad
59.29,Coimbatore
5.5,Kolkata
1.75,Bangalore
6.75,Mumbai
3.95,Chennai
4.2,Mumbai
8.4,Hyderabad
8.25,Mumbai
3.31,Bangalore
7.5,Ahmedabad
4.75,Pune
8.79,Pune
9.5,Pune
1.6,Pune
1.55,Kolkata
5.85,Jaipur
7.52,Coimbatore
3.6,Hyderabad
4.73,Kochi
10.5,Delhi
34.54,Coimbatore
6.07,Kochi
7.76,Coimbatore
7.46,Coimbatore
3.49,Delhi
4.05,Coimbatore
11.88,Kochi
6.45,Pune
50.0,Pune
9.0,Pune
14.25,Coimbatore
7.36,Coimbatore
4.4,Delhi
3.1,Mumbai
4.28,Coimbatore
5.5,Pune
6.99,Kolkata
4.29,Coimbatore
4.2,Delhi
4.11,Pune
18.75,Mumbai
64.95,Mumbai
1.59,Mumbai
3.6,Kolkata
7.87,Kochi
5.55,Mumbai
6.4,Jaipur
2.65,Mumbai
5.5,Delhi
7.31,Kochi
7.1,Jaipur
7.83,Kochi
0.85,Mumbai
3.55,Mumbai
8.19,Coimbatore
28.0,Pune
3.29,Chennai
4.41,Pune
4.99,Kolkata
17.98,Hyderabad
7.71,Coimbatore
2.8,Delhi
3.0,Kolkata
12.49,Coimbatore
5.0,Kochi
32.64,Kochi
6.5,Chennai
35.0,Bangalore
2.0,Chennai
9.46,Kochi
39.0,Kochi
15.0,Hyderabad
6.15,Coimbatore
14.5,Pune
3.25,Bangalore
5.18,Kochi
1.24,Pune
2.8,Kolkata
5.23,Kochi
0.45,Pune
3.25,Delhi
1.5,Kolkata
2.85,Mumbai
4.5,Kochi
16.25,Bangalore
7.75,Mumbai
4.35,Bangalore
33.13,Kochi
3.63,Coimbatore
4.75,Delhi
6.51,Kochi
4.8,Hyderabad
6.0,Hyderabad
6.4,Coimbatore
4.9,Ahmedabad
20.57,Coimbatore
4.76,Kolkata
